"X1","X2","label"
11.3986726475509,24.168138021367,"S-9"
11.5311330888402,23.4720065478634,"S-8"
11.1876560796839,23.9205966911247,"S-7"
11.0360646244573,23.9244888516651,"S-6"
11.1858433406778,23.9168730163031,"S-5"
11.0540842785106,23.8539803757825,"S-4"
11.2766162179988,24.0518103655909,"S-3"
11.040125356335,23.9628984518722,"S-1"
5.743274230913,-15.6513508130504,"woods"
-15.4078213208634,0.978568107369875,"hanging"
-15.8011095001547,-11.9264100138959,"localized"
-10.2264754574603,-20.8883644038057,"OKT3"
-6.53272905291981,-14.1001405138967,"Western"
-2.05538917675535,-4.58553789295078,"CEBV"
21.9250155103351,7.51666922862044,"Valle"
7.1632615952072,6.81215651184403,"NYSDOH"
0.554876745424674,-18.0846343062749,"pigment"
-2.98838208031122,-0.359715890632897,"bringing"
7.60707130226867,-10.944338111048,"waste-disposal"
6.78275244910651,-15.9103064682719,"wooded"
5.06348731352245,-16.3090855867635,"wooden"
12.0062488162898,19.9589986644725,"Pergamon"
-20.0156476109552,-13.1591800456774,"multiorgan"
-5.55829295014034,-0.755937470141283,"shows"
13.9376642999584,-16.3776456648075,"spiders"
27.4209451277868,-5.26863243536009,"fuera"
-20.942134842,11.4026575185582,"27%"
-17.7463690479783,16.8396379148882,"270"
-19.3967204299511,15.4174639192619,"271"
-19.9546393964013,17.4218838020923,"272"
-19.7851162011362,16.7499945657222,"273"
-21.0601754629851,17.5605218129228,"274"
-19.8186113685708,15.4552810107681,"275"
-19.856773841407,17.6181332538549,"276"
-21.0820297981275,17.4314887068385,"277"
0.387512256709337,3.44992008788291,"consenting"
-19.3067694058568,17.0615650171098,"279"
2.77610397475297,-19.2618182714263,"inanimate"
-1.58977921945528,18.5033178289296,"errors"
-1.22623407688735,8.16907403190101,"Initially"
-4.50410215518722,-2.1489098585193,"malaria-like"
28.1850646318033,9.00298750454196,"Hamilton"
6.447958426926,-4.06419496132721,"designing"
-18.4554298693931,-7.21977740041563,"posthysterectomy"
-7.94122764287886,9.67879586943249,".Poliovirus"
29.065644411873,-4.34552393877966,"probabilidad"
-17.1846329555875,1.74825699004066,"vehiclerelated"
9.80109536935466,-4.50799425550909,"mailings"
28.6423488077246,14.9346612671602,"Sussman"
11.4412938938107,-3.46075199477444,"affiliates"
-13.0453161383274,-0.850529744162974,"r-type"
10.4241311977881,-4.71871693696497,"affiliated"
0.913090646719898,-10.0751501507762,"kids"
-13.8475196024694,-2.88490566786252,"deferring"
-25.4620336181064,6.7610748659491,"3564"
11.310514977702,-7.88049061999928,"neurologist"
13.909438400573,5.41540053994906,"Melanoma/Skin"
12.288323961418,-15.9455216896283,"lyssavirus"
-6.11514579819031,6.25196070896707,"projection"
20.5051164930726,10.3437472910209,"Harvey"
-24.7810034967116,-8.50755937204199,"pCO2"
4.66780366164647,-15.8419842719556,"stern"
-12.9739801796944,13.7260956184473,"population*"
-16.2380257172946,-3.7960196409976,"polyribosylribitol"
-2.95557324776003,-2.34064761366755,"insecurity"
25.1564241068774,9.64945380210536,"Vernon"
12.4770564272675,-17.7902605144686,"ungulates"
3.59396677773439,-2.44266318621302,".Monitoring"
-5.12800929908905,-2.52060251891097,"hemophiliac"
-7.46262504204512,3.92612629721669,"populations"
6.87678924751661,1.21394749032286,"NTCA/CDC"
6.05336703036967,12.7926666379718,"ZIP"
-1.82002121666405,-25.5905810778652,"intake"
-11.8876032349178,-12.1786762439656,"shigelloides"
-4.94265666796074,-5.66282382584919,"wane"
-23.935736560096,-7.17713254743136,"<100"
-7.59963902661262,9.84047618948576,"WPV"
-13.8875080596898,-6.37727427173554,"pinta"
2.14463103811231,-8.58268489740133,"want"
-3.0416338493786,-1.8894358805762,"<10%"
-27.1970644974148,-12.468142352231,"=101°F"
-17.9404259418852,14.0499955973456,"{41%}"
0.72870633874682,0.411259905039357,"travel"
11.5974975899734,2.30730694025915,"Attention"
-21.1971600781494,-16.0738874191766,"copious"
-22.5290051281298,5.51370967730857,"959"
22.6493075058985,10.7427710391243,"Bates"
15.5779405133539,13.4973780132012,"Warrendale"
11.3051815637042,-7.59874314345287,".Health-care"
12.0013357425807,10.2109475700945,"Microbial"
21.6154437012245,15.1343035281099,"Karmali"
-7.40515378067339,2.41022089932628,"modest"
-21.4578592034589,-13.8408161975194,"hypergammaglobulinemia"
1.07458837205862,4.29616492690477,"HEAR"
11.48303901802,22.4325275531342,"substances--lead"
-11.3885975093204,12.0987025057841,"CFs"
-5.21065608955463,-10.0791085902211,"recombination"
-15.8746805117147,-3.42169534176661,"heptavalent"
-11.0037341249094,7.29673961625669,"Indian/Alaska"
-22.7931812977994,-1.34964292411099,"CFU"
-14.3731446527803,13.2525084688229,"CFR"
-4.38933231716949,-1.68112267456005,"CFP"
-4.33391876121596,8.60638978009769,"Retention"
