"label","X1","X2","cluster","clusternorm"
".-4",-4.32711452054397,24.5452100045648,1087,0.5435
".-acquired",-11.6605213651261,8.06300720278313,1182,0.591
".-based",-1.20813438960058,5.14079647504019,247,0.1235
".-born",-11.6375965140993,7.95024843907439,796,0.398
".-bound",0.49478950713645,0.737152418065048,430,0.215
".-licensed",-1.35199741809556,5.27543119782448,722,0.361
".-Mexico",5.15772673571959,14.428674147053,376,0.188
".]",18.5661232724704,-0.0606269686784523,1049,0.5245
".<U+0086>",-5.24724459560451,9.07257707698097,1093,0.5465
".<U+0086><U+0086>",-5.45802360795934,8.90661210034149,1093,0.5465
".<U+0086><U+0086><U+0086>",-5.93541637905974,10.134733551533,729,0.3645
".<U+0086>The",-5.21357500400067,-2.92003617459865,887,0.4435
".0",-27.5483546671947,1.84562677759347,1914,0.957
".0-",-27.7425928454523,1.87366006805761,582,0.291
".0--1",-31.8281885191779,-0.129341010252924,883,0.4415
".0--2",-31.6904413943734,-0.0398417230287836,381,0.1905
".0--29",-30.5914885639058,-1.66074648070218,1600,0.8
".0--3",-31.7732429617087,-0.00179460416677122,883,0.4415
".0--4",-31.7081224958277,-0.0574847941047119,381,0.1905
".0--8",-31.834305702001,-0.0952538529549991,343,0.1715
".0-1",-30.9130752386784,1.36342914245925,255,0.1275
".0-2",-31.2175208621259,1.01993619538631,255,0.1275
".0-3",-30.9084654090426,1.47859991001383,254,0.127
".0-4",-19.4605142735738,2.47508419284538,582,0.291
".0-E955",-19.4357685263459,2.50980198376268,1538,0.769
".0-ml",-14.7431673172511,-4.61677033091514,1728,0.864
".0-mL",-14.8577606137141,-4.08506567803603,1728,0.864
".0%",-22.6555199023556,10.9254070719519,496,0.248
".0%--1",-15.4113840482799,6.08631113662514,1439,0.7195
".0%--3",-24.2295211293622,-0.854666558883362,361,0.1805
".0%--45",-24.2016922825739,11.8846834639723,148,0.074
".0%]",-23.8482987508142,11.7982383411793,446,0.223
".0%}",-29.640445992172,5.33394303034766,62,0.031
".0/1000",-20.7852899434344,5.06595502923382,1355,0.6775
".0/100000",-20.9388656318839,5.1865473082172,1495,0.7475
".0]",-29.6981427694125,3.28100234378134,1524,0.762
".0}",-30.3919392505463,3.80160719832754,255,0.1275
".00",-28.0089969984855,-1.46441761567062,26,0.013
".00%",-20.9276499077089,5.36499642807244,1495,0.7475
".000",-26.2975521560557,-1.3533029441806,263,0.1315
".0001",-27.0539815818472,-0.275658446318279,1374,0.687
".0001]",-27.294320576462,-0.0562790125247387,1374,0.687
".0002",-27.743133058613,-1.01782946216312,1374,0.687
".0004",-26.8507108314844,-0.688008224874783,867,0.4335
".001",-27.1915920075358,-0.439326677974106,1374,0.687
".001]",-27.266145954413,0.219135982568476,1374,0.687
".002",-27.4345054422732,-0.662438578805722,1374,0.687
".003",-27.5407272273752,-0.74442069888121,1374,0.687
".004",-27.5497253202412,-0.833681373459555,1374,0.687
".005",-27.4147614974421,-0.639234413887772,1374,0.687
".006",-27.6717392690649,-0.865720360801469,1374,0.687
".007",-27.6882648051074,-0.876586935153059,1374,0.687
".008",-27.4948595510752,-0.812232150606438,1374,0.687
".009",-27.1675768474553,-0.738570635693982,1374,0.687
".01",-27.3254233511988,-0.692814011116013,1374,0.687
".01-0",-27.0051669375306,-1.8058294364535,773,0.3865
".01-PE",11.5758613555633,22.4267911828927,670,0.335
".01%",-19.5063012729917,9.44325591079384,1756,0.878
".01]",-27.302322232608,0.0684065651338483,1374,0.687
".01}",-24.6628328275753,-0.1601568412022,1881,0.9405
".010",-26.2171499874408,-1.34329389788471,263,0.1315
".011",-27.5906792918071,-0.200206733005048,1374,0.687
".013",-25.799705264554,-0.847917961077821,1374,0.687
".014",-27.6706222104091,-1.19303429730658,1405,0.7025
".015",-27.5553009572265,-0.886746573167142,1374,0.687
".016",-27.0239162714492,-0.310965245378251,1374,0.687
".02",-27.7497511883654,-1.14703173887661,26,0.013
".02%",-26.7780692431526,-1.22725031074986,1756,0.878
".020",-26.1755610204672,-1.32439879598546,756,0.378
".021",-27.2761489057383,-1.03001402115758,1374,0.687
".025",-23.954832980416,-1.09649485450433,819,0.4095
".03",-27.8525311372688,-1.19095158481392,26,0.013
".03%",-25.8926735181883,-0.706948787083604,1756,0.878
".03]",-28.1564275529767,-1.33114296953538,1374,0.687
".030",-26.1797302812874,-1.32246423079294,274,0.137
".04",-27.9197129206427,-1.30513663423786,26,0.013
".04%",-25.9010100796602,-0.5708121656727,1756,0.878
".040",-26.1914524746914,-1.34197242766165,756,0.378
".041",-27.9277878689903,-1.42730110202156,26,0.013
".045",-27.3730663728856,-0.531358999471774,1374,0.687
".047",-27.6840704973322,-1.11840768893172,1374,0.687
".048",-24.5723598725758,-2.38025822859553,1374,0.687
".05",-27.2158318139475,-0.480954425273752,1374,0.687
".05%",-24.5690720990042,-0.826297090700313,1756,0.878
".05]",-27.2342720449483,0.362132204652254,1524,0.762
".050",-26.181397171602,-1.33095410466506,756,0.378
".051",-24.681802484582,-0.768357108644027,1374,0.687
".06",-27.9593892403308,-1.34908027846421,26,0.013
".06%",-19.4998992946718,9.15204499334454,245,0.1225
".060",-26.1829255738062,-1.33536186481945,756,0.378
".064",-23.8788268639606,-0.752665703597661,1726,0.863
".07",-28.0135874524411,-1.3786459008077,26,0.013
".07%",-23.413883791083,-2.65251905901295,1756,0.878
".070",-26.174676090382,-1.33551738831074,559,0.2795
".08",-27.0611015058102,-1.87150483598731,1756,0.878
".08%",-26.7440122584346,-2.06982330764849,1756,0.878
".080",-26.1752681545105,-1.3337235337812,756,0.378
".09",-27.7487050387322,-1.27122663935143,26,0.013
".09%",-27.9683733334017,-1.78357700083867,26,0.013
".0",-32.4044671251393,-1.18703117539046,941,0.4705
".01",-31.9363322694707,-0.315664219927461,1874,0.937
".02",-32.0739287602597,-0.49102802921229,618,0.309
".029",-30.6177224474117,-1.6212832722775,1600,0.8
".03",-32.0456067874986,-0.44313840203655,618,0.309
".0°C",-27.3311358290926,-12.3052539620104,783,0.3915
".0°C]",-27.367967264043,-12.3338660543334,1382,0.691
".0°F",-27.3661983552593,-12.2489023210001,1382,0.691
".0º",-27.4920509123246,-12.2481622584576,413,0.2065
".0ºC",-26.6141024275027,-11.477476102907,783,0.3915
".0ºF",-27.3866024560708,-12.2907950612613,1382,0.691
".1",-27.5875989451032,1.79121520358089,1914,0.957
".1--0",-30.9661296838596,-0.429498252073242,1979,0.9895
".1--1",-31.6860650474632,-0.0611866009868766,381,0.1905
".1--2",-31.7680596382955,-0.0478677861289584,883,0.4415
".1--3",-31.7949052771237,-0.0177972074816565,883,0.4415
".1--5",-30.9797658902456,1.51218643203351,103,0.0515
".1-0",-30.9050487784902,1.44263254193455,254,0.127
".1-1",-30.959567536021,1.00652233165363,1979,0.9895
".1-2",-30.9024652043899,1.49331887480625,254,0.127
".1-3",-30.9390855282733,1.48113337483446,254,0.127
".1-4",-30.8569973318842,1.57662397783133,254,0.127
".1-ml",-14.8983887337983,-4.76013251512808,1728,0.864
".1-mL",-15.0723592870334,-5.0090671790248,1728,0.864
".1%",-22.7031017307977,10.8429904625333,496,0.248
".1%-",-30.2011204577543,3.24155579528507,187,0.0935
".1%--1",-15.3805604010237,6.04575593332359,350,0.175
".1%--61",-25.1392867984504,13.3182811068259,1048,0.524
".1%--66",-25.3915227325601,12.958310779048,683,0.3415
".1%]",-24.0161813822671,11.8225041868286,446,0.223
".1%}",-29.7143186447193,5.23412859807482,62,0.031
".1/100000",-20.922325451473,5.18762676401648,1495,0.7475
".1]",-29.67446236847,3.24562354644965,1524,0.762
".1}",-30.1449721543205,4.86171164720449,62,0.031
".10",-27.4686370937496,-1.58980118299485,26,0.013
".10%",-23.9164305339247,-1.06841831259909,1756,0.878
".100",-26.1890910559874,-1.33365971912659,559,0.2795
".1000",-0.0789622770108406,24.0030420031069,1829,0.9145
".1025",-0.0731772321192125,24.0137731530838,1829,0.9145
".11",-28.1286399116967,-1.46471813884483,26,0.013
".11%",-23.9958863184053,-1.29072683408064,1756,0.878
".12",-28.084196611603,-1.46095876717843,26,0.013
".120",-26.1904834991835,-1.32306431737177,756,0.378
".125",-26.868781741923,-2.50420340198234,833,0.4165
".126",-21.0521612418343,7.1724606528767,1405,0.7025
".13",-28.1145144262016,-1.46510694637682,26,0.013
".14",-28.1143863289736,-1.42268852963597,26,0.013
".14%",-25.011003169046,-1.91320633481994,1343,0.6715
".140",-26.1575647944545,-1.3236744799021,756,0.378
".15",-28.0644830294495,-1.49055796844929,26,0.013
".15%",-27.2846941697607,-1.77692518327932,1756,0.878
".16",-28.1237066407623,-1.45557777823346,26,0.013
".160",-26.1797590250176,-1.32533206108886,756,0.378
".17",-28.1387007699073,-1.443165772284,26,0.013
".18",-28.1028325911918,-1.45618354681132,26,0.013
".180",-26.1420500167706,-1.32078319519636,274,0.137
".19",-28.0897044914629,-1.42642822704625,26,0.013
".1a",-11.8435754339171,19.3520175373957,1595,0.7975
".10",-31.9844979769585,-0.456712181259996,176,0.088
".112",-31.9113707703297,-0.419997369055146,343,0.1715
".12",-32.0549312785818,-0.510113885458241,343,0.1715
".13",-31.9641489309821,-0.313503053157664,1874,0.937
".1°C",-27.3239953622004,-12.2811590965424,783,0.3915
".1°C]",-27.3649887326007,-12.3176728377377,1382,0.691
".1°F",-27.313929366843,-12.3373747694425,783,0.3915
".1º",-27.4992074779374,-12.2566021083651,413,0.2065
".1b",-28.2258578940897,3.44030414654235,187,0.0935
".2",-27.5425171410352,1.87309438071269,1914,0.957
".2--0",-31.4069478905207,0.38283467832483,1739,0.8695
".2--1",-31.6763612920385,-0.176882230135647,1979,0.9895
".2--2",-31.6722254616642,-0.0506243229182342,1979,0.9895
".2--3",-31.7618443534444,0.00442293181891487,883,0.4415
".2--4",-31.8263903330655,-0.0494987851193054,1874,0.937
".2--7",-31.8160001831528,-0.246299477024793,343,0.1715
".2--T40",-29.0439350896564,-6.32225568933161,1538,0.769
".2-0",-30.860581861254,1.53888999387675,254,0.127
".2-1",-30.9566196106003,1.34971839863011,1739,0.8695
".2-2",-30.9463093409383,1.31123309935019,254,0.127
".2-3",-30.9160415920308,1.5116378921472,254,0.127
".2-4",-30.7989341537744,1.37481871661219,255,0.1275
".2%",-22.7094451366016,10.9142638599763,496,0.248
".2%--82",-25.3718230453888,13.1973139425769,1059,0.5295
".2%]",-24.0223444169548,11.8296446065941,446,0.223
".2%}",-29.698482139984,5.25297439903609,62,0.031
".2/1000",-20.7288804079868,4.98072947737836,1355,0.6775
".2/100000",-20.9201114669688,5.20092706904077,1495,0.7475
".2]",-29.6798555745474,3.27581826651297,1474,0.737
".2}",-30.1220751023592,4.92480359487483,62,0.031
".20",-28.0968121454065,-1.47058977526389,26,0.013
".200",-26.1785247832224,-1.32652136214109,756,0.378
".21",-28.1683605992987,-1.45425828624681,26,0.013
".22",-28.1072488176983,-1.53121889274316,26,0.013
".220",-26.1855026997701,-1.31842462687059,756,0.378
".23",-28.0971472279189,-1.42132546154704,26,0.013
".23%",-27.9206265984291,-1.85697232327906,26,0.013
".24",-28.0791099211086,-1.41649612332561,26,0.013
".24%",-28.1602291486772,-1.58539684020037,26,0.013
".25",-27.8279348319796,-1.44806469286314,26,0.013
".25%",-24.1614138773298,-0.809836311169678,1756,0.878
".26",-28.1664130078113,-1.47533394779916,26,0.013
".27",-28.1295653290353,-1.44869767524544,26,0.013
".28",-28.1683726017671,-1.4565878598538,26,0.013
".29",-28.1423123588069,-1.45271020212592,26,0.013
".21",-32.0245163022155,-0.504155868996362,176,0.088
".22",-31.998516014508,-0.469402145992357,618,0.309
".23",-32.0056371942564,-0.368214178857281,1874,0.937
".27",-31.9828801664888,-0.315626881666338,343,0.1715
".2°C",-27.3498682090259,-12.2923006253728,783,0.3915
".2°C]",-27.3635393259509,-12.302880313095,1382,0.691
".2°F",-27.3415090671626,-12.2851424565019,783,0.3915
".2º",-27.513664664405,-12.2603363869827,413,0.2065
".3",-27.5991497559685,1.88914365794039,1914,0.957
".3--0",-31.3773859144975,-0.021129394014852,381,0.1905
".3--1",-31.7615894546764,0.0324251701825963,381,0.1905
".3--2",-31.7625811590773,-0.045819867032103,883,0.4415
".3--27",-31.544207854043,0.0796661388067253,1207,0.6035
".3--3",-31.8370420476434,-0.140687488173494,883,0.4415
".3--4",-31.7653573197682,-0.0390937036875602,883,0.4415
".3--6",-31.8315798895573,-0.0911897067090515,883,0.4415
".3-1",-30.965785797772,1.3405327458075,1739,0.8695
".3-2",-30.9513981805835,1.49480932413062,254,0.127
".3-3",-30.9562993478217,1.47838061387674,255,0.1275
".3%",-22.6660160724583,10.9400254579181,496,0.248
".3%--81",-25.372505474193,13.1674240991189,1059,0.5295
".3%]",-23.9853337187487,11.8586372269444,446,0.223
".3%}",-29.7161706411138,5.18901472624843,62,0.031
".3/1000",-20.748718301101,5.02251077757569,1355,0.6775
".3/100000",-20.9387852956221,5.19237754018326,1495,0.7475
".3]",-29.6988544863204,3.39111321082912,1474,0.737
".3}",-30.1502763560951,4.89690947315589,62,0.031
".30",-28.1726090033729,-1.53518799553912,26,0.013
".31",-28.1677983213838,-1.48358843206171,26,0.013
".32",-28.145579846054,-1.45673267730919,26,0.013
".33",-28.1419128634417,-1.49810581927877,26,0.013
".34",-28.1942753423845,-1.56316606435966,26,0.013
".35",-28.0767324033367,-1.50580328069803,26,0.013
".35%",-11.6894589752886,-1.60553106427715,815,0.4075
".36",-28.1064098222818,-1.45436991631923,26,0.013
".37",-28.0368770032888,-1.41805872808941,26,0.013
".38",-28.221698520107,-1.56920267216055,26,0.013
".39",-28.1411951865715,-1.48530718704507,26,0.013
".3",-32.4066111928207,-1.20253237990003,941,0.4705
".31",-31.9984683649096,-0.422461925111204,176,0.088
".32",-31.9700650540448,-0.371555609499959,343,0.1715
".33",-31.97317121124,-0.331941567372728,1874,0.937
".3°",-27.4977871905345,-12.2561012803259,413,0.2065
".3°C",-27.2996986131709,-12.3172676290481,783,0.3915
".3°C]",-27.3241926201972,-12.3821232937943,1382,0.691
".3°F",-27.2166853157573,-12.4194450633871,938,0.469
".3º",-27.4914571929384,-12.2848070433365,413,0.2065
".3ºC",-27.3420167571527,-12.2861403351318,1337,0.6685
".4",-27.5665423910989,1.89133435901128,1914,0.957
".4--0",-31.2812193588043,0.0419092249581226,381,0.1905
".4--1",-31.6769237238831,-0.0227199435717744,381,0.1905
".4--12",-31.787556940332,-0.0868826619524084,883,0.4415
".4--2",-31.7956831060063,0.0184129054959678,883,0.4415
".4--3",-31.7220600005873,-0.0749234568792278,883,0.4415
".4--4",-31.7690187775604,-0.032547940281504,883,0.4415
".4--5",-31.8078593862937,-0.31509549171414,1979,0.9895
".4--7",-31.6888437539795,0.00708214290738376,381,0.1905
".4-0",-30.9625285264521,1.36040666487942,1739,0.8695
".4-1",-30.9307671485822,1.36339184679549,1739,0.8695
".4-2",-30.885821672075,1.50177243463367,254,0.127
".4%",-22.6924719059683,10.9678486160071,496,0.248
".4%--80",-25.4119833697365,13.1246055022426,1059,0.5295
".4%]",-23.9845185310867,11.8211507252489,446,0.223
".4%}",-29.7417937762985,5.18562615330031,62,0.031
".4/1000",-20.6475960404377,4.72416929337626,1681,0.8405
".4/100000",-20.9246260968746,5.23939287216667,1495,0.7475
".4]",-29.6866005411529,3.35862298357111,1474,0.737
".4}",-30.1172722253052,4.88432382342778,62,0.031
".40",-28.1571519993129,-1.51012891830689,26,0.013
".400",-26.1844344954053,-1.33107044469898,756,0.378
".41",-28.1625179997897,-1.4884640455918,26,0.013
".42",-28.0612121574406,-1.47524891594358,26,0.013
".43",-28.0968774728057,-1.47326534841224,26,0.013
".44",-28.0704938150011,-1.44490571618521,26,0.013
".45",-28.1226869434166,-1.37597940612722,26,0.013
".45%",-19.6990650448477,10.2555784344839,245,0.1225
".450",-26.2330493120641,-1.33075103512434,559,0.2795
".46",-28.1501856369344,-1.54080961375022,26,0.013
".47",-28.1397013940628,-1.45197352320872,26,0.013
".48",-28.0942988071299,-1.4188482355838,26,0.013
".49",-28.0968408217044,-1.4259295976245,26,0.013
".4",-32.4163999136751,-1.19910650236461,941,0.4705
".41",-32.0510698869881,-0.445729801576338,176,0.088
".411",-32.062861103234,-0.275787724278983,343,0.1715
".42",-32.0403697947789,-0.564294736935695,343,0.1715
".45",-31.846453021166,-0.346390615884638,343,0.1715
".4°C",-27.2901121704818,-12.2960919983166,783,0.3915
".4°C]",-27.3284800389978,-12.3195629062131,1382,0.691
